タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner
赤レンガ・バレエスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４?８ 3F,,https://studiostyle.jp/akarenga-ballet-studio/,090-8306-7493,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1,35.6987066,139.6979087,東京,新大久保駅,347,新大久保駅|西武新宿駅|新宿駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新大久保駅|station:西武新宿駅|station:新宿駅|feature:24h,
赤レンガ・プレイスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４?８ 3F,,https://studiostyle.jp/akarenga-play-studio,090-8306-7493,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6987206,139.6979084,東京,新大久保駅,346,新大久保駅|西武新宿駅|新宿駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新大久保駅|station:西武新宿駅|station:新宿駅|feature:24h,
赤レンガ・ライブスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４?８ 1F,,https://studiostyle.jp/akarenga-live-studio,090-8306-7493,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6987148,139.6979661,東京,新大久保駅,344,新大久保駅|西武新宿駅|新宿駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新大久保駅|station:西武新宿駅|station:新宿駅|feature:24h,
ココのスタジオ,〒123-0851 東京都足立区梅田６丁目３３?５ ＳＳＫグリーンパーク梅島駅前 801号室,,https://ameblo.jp/magohinyon1214/entry-12804781106.html,,,1,35.7704397,139.7972767,東京,なし,,,0,足立区,北千住,北千住,area:北千住,
赤坂茜山スタジオ,〒107-0052 東京都港区赤坂２丁目２１?１ 川本ビル Ｂ１Ｆ,,http://akasaka.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6691802,139.7382612,東京,赤坂駅,502,赤坂駅|六本木駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:赤坂駅|station:六本木駅|feature:24h,
仙川 スタジオ 舞仙 レンタルダンススタジオ,〒182-0002 東京都調布市仙川町１丁目１８?２５ 第一富沢ビル 3F,,https://sengawa.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6618619,139.5847151,東京,なし,,,0,調布市,調布,調布,area:調布|feature:24h,
浅草スタジオ２２６,〒111-0033 東京都台東区花川戸２丁目２?６ エビスビル 7階,,http://asakusastudio226.com/,03-6802-4499,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.714136,139.8012291,東京,浅草駅,459,浅草駅|押上駅,2,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:浅草駅|station:押上駅|feature:24h,
早坂ダンススタジオ,〒180-0003 東京都武蔵野市吉祥寺南町２丁目６?１,,https://hayasaka-dance-school.com/,0422-46-1127,"2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 10時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 10時00分～19時00分
2024-03-06 水曜日 13時00分～22時00分
",1,35.701881,139.581045,東京,吉祥寺駅,178,吉祥寺駅,1,武蔵野市,吉祥寺,吉祥寺,area:吉祥寺|station:吉祥寺駅|feature:24h,
相田フラメンコ教室,〒191-0062 東京都日野市多摩平２丁目１２?２ 山崎ビル1F,,http://www.soniquete.info/,042-635-6148,"2024-02-29 木曜日 9時00分～23時00分
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 9時00分～23時00分
2024-03-03 日曜日 9時00分～23時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1,35.6626175,139.3825967,東京,なし,,,0,日野市,日野,日野,area:日野|feature:24h,
Starbox,〒135-0016 東京都江東区東陽３丁目２１?１３,,http://starbox.jp/,,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 9時00分～13時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 15時30分～19時00分
",1,35.668941,139.8112993,東京,なし,,,0,江東区,豊洲,豊洲,area:豊洲|feature:24h,
村山・横川バレエスクール,〒121-0053 東京都足立区佐野２丁目３５?１２ 2F,,https://www.m-ballet.com/,03-6884-0020,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 17時15分～20時45分
2024-03-01 金曜日 15時45分～21時00分
2024-03-02 土曜日 13時00分～19時30分
2024-03-03 日曜日 11時00分～13時30分
2024-03-04 月曜日 17時15分～18時45分
2024-03-05 火曜日 15時45分～21時00分
2024-03-06 水曜日 定休日
",1,35.7890897,139.8378504,東京,なし,,,0,足立区,北千住,北千住,area:北千住|feature:24h,
多々納みわ子バレエスタジオ,〒142-0041 東京都品川区戸越１丁目１９?３,,http://www.ballet-studio.com/,03-3490-4672,,1,35.6151311,139.7204345,東京,大崎駅,893,大崎駅,1,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:大崎駅,
多摩市ダンススクールFANTASY,〒206-0014 東京都多摩市乞田１１５６?１?２０５,,https://www.fantasy-dance.com/,042-401-8781,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.631954,139.4407012,東京,なし,,,0,多摩市,多摩センター,多摩センター,area:多摩センター|feature:24h,
多目的スペース「時々海風が吹くスタジオ」,〒136-0071 東京都江東区亀戸７丁目４３?５,,http://seisakuplus.com/umikazestudio/,03-5628-1325,"2024-02-29 木曜日 10時00分～21時30分
2024-03-01 金曜日 10時00分～21時30分
2024-03-02 土曜日 10時00分～21時30分
2024-03-03 日曜日 10時00分～21時30分
2024-03-04 月曜日 10時00分～21時30分
2024-03-05 火曜日 10時00分～21時30分
2024-03-06 水曜日 10時00分～21時30分
",1,35.696722,139.8343715,東京,なし,,,0,江東区,豊洲,豊洲,area:豊洲|feature:24h,
多目的貸スタジオ-TSスタジオ,〒174-0056 東京都板橋区志村３丁目１７?２ TSビル 4階,,http://makeuponeslife.site/,03-6906-7731,"2024-02-29 木曜日 9時00分～23時00分
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 9時00分～23時00分
2024-03-03 日曜日 9時00分～23時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1,35.7767222,139.6830663,東京,なし,,,0,板橋区,成増,成増,area:成増|feature:24h,
体幹・柔軟性強化&ポールダンス スタジオWeBA（ウィーバ）,〒136-0072 東京都江東区大島５丁目２７?１,,https://weba.style/,03-5858-6459,"2024-02-29 木曜日 10時00分～20時30分
2024-03-01 金曜日 10時00分～20時30分
2024-03-02 土曜日 9時30分～20時30分
2024-03-03 日曜日 9時30分～20時00分
2024-03-04 月曜日 10時00分～20時00分
2024-03-05 火曜日 12時00分～20時30分
2024-03-06 水曜日 10時00分～21時00分
",1,35.686062,139.8350225,東京,なし,,,0,江東区,豊洲,豊洲,area:豊洲|feature:24h,
貸し会議室 & 全国蕎麦製粉会館【JK Room 駒込】,〒170-0003 東京都豊島区駒込１丁目４０?４ 全国蕎麦製粉協同組合４０１ コンフォート駒込,,https://jk-room.com/location.html#komagome,050-5372-4665,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7352348,139.7478798,東京,なし,,,0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|feature:24h,
貸スペース 東京レンタルスタジオ,〒125-0061 東京都葛飾区亀有３丁目１３?２ 亀有鞠子ビル4階,,http://tokyo-rs.jp/,070-5087-2001,"2024-02-29 木曜日 7時00分～23時30分
2024-03-01 金曜日 7時00分～23時30分
2024-03-02 土曜日 7時00分～23時30分
2024-03-03 日曜日 7時00分～23時30分
2024-03-04 月曜日 7時00分～23時00分
2024-03-05 火曜日 7時00分～23時30分
2024-03-06 水曜日 7時00分～23時30分
",1,35.763125,139.847758,東京,なし,,,0,葛飾区,新小岩,新小岩,area:新小岩|feature:24h,
貸ホールスペース６,〒157-0062 東京都世田谷区南烏山６丁目４?８,,http://www.6bangai.com/shop/koten/six.html,03-3300-8181,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.668459,139.6000733,東京,なし,,,0,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|feature:24h,
貸空間スタジオStudioStyle+,〒160-0023 東京都新宿区西新宿７丁目２２?３１ BF 柏木 MURA,,https://studiostyle.jp/kashikukan-studio/,090-8306-7493,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1,35.697153,139.6965341,東京,西武新宿駅,391,西武新宿駅|新大久保駅|新宿駅,3,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:西武新宿駅|station:新大久保駅|station:新宿駅|feature:24h,
代々木アフタースクールCreo BOX,〒151-0053 東京都渋谷区代々木２丁目３９?６ １F,,https://creobox.jp/,03-6876-6472,"LGBTQ フレンドリー2024-02-29 木曜日 15時30分～18時00分
2024-03-01 金曜日 15時30分～18時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 15時30分～18時00分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 15時30分～18時00分
",1,35.684666,139.6961331,東京,代々木駅,563,代々木駅|新宿駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:代々木駅|station:新宿駅|feature:24h,
Ohana Room Studio浦安,〒279-0002 千葉県浦安市北栄１丁目１５?５ レクス浦安駅前 ４F,,https://ohanaroom.jp/,,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.6653227,139.8943736,東京,なし,,,0,その他,その他,その他,feature:24h,
代官山スタジオ,〒153-0061 東京都目黒区中目黒１丁目２?１７,,http://daikanyamastudio.jp/,03-3719-0222,,1,35.645696,139.702093,東京,恵比寿駅,732,恵比寿駅,1,目黒区,中目黒,中目黒,area:中目黒|station:恵比寿駅,
大宮 ラージス レンタルスタジオ,〒330-0846 埼玉県さいたま市大宮区大門町３丁目８２?３ 大和（やまと）ビル3F,,https://omiya.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.9076849,139.6293243,東京,なし,,,0,その他,その他,その他,feature:24h,
大人バレエMiho Ballet Arts下高井戸,〒168-0073 東京都杉並区下高井戸１丁目２?１３ 山口ビル 杉並だんすアトリウム,,http://miho-arts.com/,03-6825-2729,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 10時15分～12時45分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1,35.6668407,139.6408555,東京,なし,,,0,杉並区,高円寺,高円寺,area:高円寺|feature:24h,
大人バレエアカデミー 錦糸町スタジオ,〒130-0022 東京都墨田区江東橋１丁目１５?１ Vort錦糸町 102,,https://personalballet.com/academy/kinshichou,050-3185-8125,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.6958114,139.8095109,東京,錦糸町駅,428,錦糸町駅,1,墨田区,錦糸町,錦糸町,area:錦糸町|station:錦糸町駅|feature:24h,
大人バレエシェリ 東京銀座スタジオ,〒104-0061 東京都中央区銀座５丁目１４?６ 橋ビルⅡ B1,,https://cheriegroup.com/adult/ginza/,06-7777-0246,"2024-02-29 木曜日 10時00分～22時30分
2024-03-01 金曜日 9時30分～22時30分
2024-03-02 土曜日 9時30分～22時30分
2024-03-03 日曜日 9時30分～16時30分
2024-03-04 月曜日 10時00分～22時30分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 13時30分～22時30分
",1,35.668615,139.7671847,東京,有楽町駅,798,有楽町駅|新橋駅,2,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|station:有楽町駅|station:新橋駅|feature:24h,
大泉学園ノートル,"練馬区東大泉６丁目ー３４－４５ SKビルⅡ ２階 ３４, ３４ 練馬区 東京都 178-0063",,https://oizumi.studiosquare.jp/,03-5822-4050,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7481954,139.5859893,東京,なし,,,0,練馬区,練馬,練馬,area:練馬|feature:24h,
大谷哲章バレエスタジオアプロン,〒164-0011 東京都中野区中央２丁目８?２１,,http://www5f.biglobe.ne.jp/~aplomb/,03-5338-8303,"2024-02-29 木曜日 11時00分～22時00分
2024-03-01 金曜日 7時00分～22時00分
2024-03-02 土曜日 10時30分～19時00分
2024-03-03 日曜日 10時00分～17時30分
2024-03-04 月曜日 11時00分～22時00分
2024-03-05 火曜日 7時00分～22時00分
2024-03-06 水曜日 11時00分～22時00分
",1,35.6986355,139.6827072,東京,なし,,,0,中野区,中野,中野,area:中野|feature:24h,
大門スタジオ,〒105-0012 東京都港区芝大門２丁目１０?１ 第一大門ビル,,http://www.magnux.co.jp/postpro/,03-5777-6511,,1,35.6546408,139.7531547,東京,浜松町駅,343,浜松町駅|田町駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:浜松町駅|station:田町駅,
第一ホテル東京 フィットネス&アクアゾーン,〒100-0011 東京都千代田区内幸町１丁目５?３ 新幸橋ビルディング ビル内,,https://www.hankyu-hotel.com/hotel/dh/dhtokyo/contents/refacilities?utm_source=googlemybusiness&utm_medium=organic,03-3596-7740,"2024-02-29 木曜日 7時00分～21時00分
2024-03-01 金曜日 7時00分～21時00分
2024-03-02 土曜日 7時00分～21時00分
2024-03-03 日曜日 7時00分～19時30分
2024-03-04 月曜日 7時00分～21時00分
2024-03-05 火曜日 7時00分～21時00分
2024-03-06 水曜日 7時00分～21時00分
",1,35.6692411,139.7573861,東京,新橋駅,357,新橋駅|有楽町駅,2,千代田区,秋葉原,秋葉原,area:秋葉原|station:新橋駅|station:有楽町駅|feature:24h,
池村ダンススクール,〒152-0004 東京都目黒区鷹番３丁目１９?５ 丸橋総本店ビル2F 丸橋総本店ビル,,https://peraichi.com/landing_pages/view/ikemuradance/,03-6276-8278,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.6295145,139.6833108,東京,学芸大学駅,221,学芸大学駅,1,目黒区,中目黒,中目黒,area:中目黒|station:学芸大学駅|feature:24h,
